width,depth,curvature,point_count,label
0.1546,0.0294,8.6755,8,
0.0199,0.0012,24.5283,5,
0.1532,0.0168,5.5470,5,
0.0626,0.0127,34.4914,7,
0.0253,0.0036,67.6739,5,
0.0580,0.0047,12.7071,5,
0.1650,0.0401,10.1439,9,
0.5281,0.0954,5.9112,24,
0.4345,0.0592,5.9584,54,
0.0248,0.0063,88.8470,11,
1.1252,0.0032,0.0481,28,
0.1149,0.0010,0.6217,5,
0.1565,0.0273,8.0666,8,
0.0126,0.0007,43.4888,4,
0.1842,0.0146,3.3571,6,
0.0628,0.0133,34.7288,7,
0.0344,0.0007,5.1174,5,
0.0435,0.0010,4.2837,4,
0.0827,0.0025,11.6607,8,
0.5444,0.0892,5.4356,24,
0.5445,0.1635,4.2828,63,
0.0552,0.0025,13.9827,6,
0.6668,0.0019,0.1519,16,
0.0836,0.0128,13.4063,5,
0.0991,0.0052,4.2549,4,
0.0469,0.0028,12.0274,4,
0.0241,0.0004,5.7252,4,
0.0828,0.0059,7.5859,8,
0.5309,0.1063,5.8360,25,
0.5534,0.1569,4.0652,71,
0.3880,0.0027,1.0197,8,
0.0572,0.0099,21.3877,4,
0.1382,0.0374,12.4311,8,
0.5578,0.0972,5.2060,25,
0.5376,0.1570,4.1715,70,
0.3355,0.0025,0.2039,7,
0.0619,0.0107,19.9377,4,
0.0704,0.0031,5.0977,4,
0.0412,0.0048,28.7416,4,
0.0206,0.0007,12.8952,4,
0.0750,0.0051,7.0829,8,
0.5441,0.0918,5.6298,24,
0.5384,0.1616,4.1754,70,
0.0871,0.0248,19.8017,5,
0.0197,0.0011,36.0825,4,
0.0688,0.0014,3.4871,4,
0.0466,0.0117,49.7906,7,
0.0340,0.0017,12.6029,5,
0.0436,0.0014,6.0370,4,
0.0865,0.0102,10.6097,8,
0.5440,0.0950,5.4155,25,
0.4397,0.0468,7.5841,54,
0.0244,0.0042,83.6203,11,
1.1431,0.0073,0.0518,30,
0.3950,0.0423,5.7223,16,
0.0115,0.0006,38.5048,5,
0.0966,0.0111,19.6118,11,
0.0803,0.0203,20.1283,4,
0.0295,0.0026,31.4744,5,
0.0855,0.0169,16.9036,7,
0.0050,0.0012,313.2913,5,
0.0942,0.0025,2.2431,7,
0.0807,0.0019,33.0404,8,
0.1535,0.0285,12.4684,7,
0.3284,0.0931,9.3241,17,
0.3997,0.0260,4.6560,49,
0.0202,0.0081,154.6319,15,
1.5087,0.0058,0.0429,42,
0.3887,0.0547,6.3857,17,
0.0105,0.0004,95.3582,5,
0.1537,0.0095,13.2340,12,
0.0823,0.0063,7.9252,4,
0.0481,0.0054,18.8206,5,
0.0723,0.0059,9.0696,6,
0.0082,0.0032,256.3397,6,
0.1016,0.0037,2.9008,8,
0.0812,0.0051,7.7118,8,
0.5291,0.1416,5.9244,26,
0.4042,0.0299,3.6977,49,
0.0290,0.0052,150.5791,15,
1.3981,0.0044,0.1428,39,
0.1527,0.0073,2.6342,4,
0.3765,0.0456,7.3487,16,
0.0080,0.0001,0.0000,4,
0.0989,0.0254,24.4019,4,
0.1369,0.0089,12.7689,12,
0.0306,0.0036,41.7127,5,
0.0791,0.0163,23.8279,7,
0.0117,0.0010,53.1637,5,
0.0978,0.0019,1.5660,8,
0.0187,0.0011,39.6093,4,
0.0835,0.0041,6.4995,8,
0.5275,0.1128,5.5127,24,
0.3863,0.0268,4.4971,48,
0.0442,0.0077,43.6940,14,
1.5112,0.0040,0.0433,42,
0.3846,0.0535,6.4800,17,
0.0102,0.0001,0.0000,5,
0.1489,0.0092,17.1485,12,
0.0277,0.0012,49.2068,5,
0.0745,0.0048,6.4721,6,
0.0044,0.0014,618.5541,5,
0.0956,0.0031,2.8481,7,
0.0848,0.0055,6.6007,8,
0.5120,0.0978,6.0770,23,
0.4169,0.0225,6.6893,51,
0.0183,0.0065,135.3910,13,
1.2408,0.0047,0.1354,31,
0.4261,0.0490,4.5055,15,
0.0152,0.0012,46.7316,4,
0.1013,0.0273,24.1809,4,
0.0477,0.0106,48.7125,7,
0.0312,0.0035,27.6354,5,
0.0391,0.0035,19.8574,4,
0.1066,0.0270,14.9345,8,
0.5596,0.0878,5.3373,25,
0.5463,0.1559,4.1226,68,
0.7225,0.0027,0.1542,18,
0.0993,0.0142,11.5471,6,
0.0187,0.0007,15.3872,4,
0.0939,0.0036,21.6588,4,
0.0622,0.0073,24.4707,6,
0.0355,0.0031,18.2110,5,
0.0853,0.0040,12.5557,8,
0.5432,0.1050,5.6744,25,
0.5423,0.1559,4.1508,68,
0.5930,0.0033,0.0917,13,
0.0944,0.0205,15.6805,6,
0.0206,0.0007,13.2727,4,
0.0972,0.0610,20.3637,4,
0.0534,0.0083,48.3896,5,
0.0521,0.0058,15.8657,5,
0.0850,0.0087,10.2337,8,
0.1303,0.0229,12.2078,7,
0.3410,0.0990,9.0700,17,
0.5404,0.1561,4.1584,68,
0.6170,0.0041,0.1193,14,
0.0753,0.0139,18.1195,5,
0.0914,0.0386,22.9366,4,
0.0461,0.0044,37.5474,5,
0.0347,0.0003,5.6535,5,
0.0843,0.0058,8.1461,8,
0.5311,0.1002,5.8489,25,
0.5432,0.1580,4.1712,66,
0.8102,0.0059,0.1131,18,
0.0950,0.0261,17.9641,6,
0.0921,0.0233,26.0290,4,
0.0704,0.0069,18.2855,6,
0.0205,0.0051,76.3043,4,
0.0375,0.0033,18.0372,4,
0.0933,0.0190,14.7932,8,
0.1403,0.0285,15.8231,7,
0.3256,0.0983,9.3311,17,
0.5366,0.1575,4.2011,66,
0.6816,0.0022,0.0980,15,
0.0792,0.0116,14.5866,5,
0.0123,0.0022,105.2260,4,
0.0930,0.0297,26.1360,4,
0.0470,0.0045,33.4508,5,
0.0239,0.0152,84.7371,5,
0.0913,0.0164,14.0558,8,
0.1329,0.0268,14.2663,7,
0.3243,0.0965,9.2856,17,
0.5407,0.1547,4.1429,66,
0.6152,0.0039,2.5419,15,
0.0802,0.0083,10.6834,5,
0.0206,0.0036,97.5636,4,
0.0935,0.0484,22.0057,4,
0.0566,0.0008,4.0293,4,
0.0265,0.0008,10.3292,5,
0.0362,0.0072,39.4012,4,
0.0781,0.0040,7.6454,8,
0.5327,0.1143,5.8056,25,
0.5275,0.1575,4.2267,64,
0.6472,0.0013,0.0829,14,
0.0788,0.0179,19.6058,5,
0.0210,0.0014,42.4240,5,
0.0910,0.0523,22.9254,4,
0.0610,0.0069,36.0752,5,
0.0325,0.0010,7.2956,5,
0.0378,0.0046,23.6955,4,
0.0853,0.0083,8.8062,8,
0.1312,0.0268,13.2697,7,
0.3271,0.0981,9.3528,17,
0.5336,0.1555,4.1781,66,
0.3313,0.0017,0.4281,7,
0.0765,0.0143,17.3062,5,
0.0113,0.0037,189.9185,4,
0.0907,0.0219,26.8865,4,
0.0385,0.0070,58.7570,5,
0.0283,0.0160,73.5316,5,
0.0749,0.0057,8.0430,8,
0.5407,0.0858,5.6587,24,
0.5251,0.1545,4.2437,62,
0.5973,0.0027,0.1649,13,
0.0958,0.0293,18.9416,6,
0.0132,0.0053,186.6065,4,
0.0927,0.0089,8.2580,4,
0.0487,0.0062,51.9134,5,
0.0197,0.0022,46.2784,4,
0.0797,0.0025,4.8933,8,
0.5486,0.1107,5.6258,25,
0.5227,0.1534,4.2238,62,
0.6184,0.0028,0.1800,14,
0.0750,0.0101,14.2536,5,
0.0088,0.0051,224.5103,4,
0.0915,0.0203,17.6753,4,
0.0392,0.0053,53.3890,5,
0.0272,0.0018,72.2032,5,
0.0855,0.0036,5.9013,8,
0.5359,0.1074,5.7414,25,
0.4596,0.0803,5.1821,56,
0.0838,0.0006,4.1193,4,
0.8253,0.0035,2.2475,19,
0.1286,0.0522,15.2815,6,
0.0144,0.0018,83.0695,4,
0.0950,0.0442,20.8384,4,
0.0416,0.0057,51.4813,5,
0.0326,0.0006,8.5582,5,
0.0811,0.0024,6.4793,8,
0.5312,0.1011,5.8735,25,
0.4588,0.0537,4.2995,57,
0.1395,0.0013,0.6040,6,
0.5879,0.0039,0.1539,14,
0.0972,0.0228,16.0771,6,
0.0093,0.0041,229.4458,4,
0.0917,0.0416,24.4900,4,
0.0723,0.0044,12.7844,5,
0.0282,0.0057,49.3023,5,
0.0871,0.0090,9.2424,8,
0.5411,0.0918,5.7327,24,
0.4598,0.0244,7.7234,57,
0.2510,0.0036,0.5482,10,
0.7181,0.0025,0.1325,16,
0.1056,0.0293,21.4110,6,
0.0157,0.0009,32.7147,4,
0.0926,0.0553,21.7780,4,
0.0353,0.0056,62.8232,5,
0.0328,0.0026,31.0449,5,
0.0837,0.0054,7.7554,8,
0.5428,0.0919,5.6343,24,
0.4698,0.0404,2.5492,58,
0.2830,0.0041,0.5255,11,
0.6548,0.0027,0.1179,15,
0.0974,0.0248,16.9841,6,
0.0246,0.0058,85.2600,4,
0.0946,0.0368,24.9678,4,
0.0583,0.0067,41.4642,5,
0.0366,0.0002,1.5269,5,
0.0541,0.0040,12.0812,4,
0.0803,0.0070,8.6907,8,
0.5299,0.1117,5.6971,25,
0.4659,0.0331,2.2924,58,
0.2775,0.0062,0.7631,11,
0.6627,0.0022,0.7073,16,
0.0807,0.0173,18.6027,5,
0.0149,0.0022,93.4535,4,
0.0869,0.0380,25.4347,4,
0.0554,0.0058,40.0730,5,
0.0287,0.0044,39.2384,5,
0.0366,0.0058,34.2800,4,
0.0795,0.0051,7.6232,8,
0.1334,0.0211,10.7129,7,
0.3563,0.1047,8.0925,18,
0.4589,0.0283,2.6417,58,
0.2801,0.0046,0.5331,11,
0.5560,0.0028,0.5741,13,
0.0946,0.0215,16.9263,6,
0.0096,0.0054,218.4436,4,
0.0930,0.0401,23.3161,4,
0.0734,0.0029,7.1304,5,
0.0360,0.0012,73.5896,5,
0.0736,0.0061,9.0034,8,
0.5459,0.0885,5.6160,24,
0.4599,0.0240,2.8510,58,
0.2800,0.0034,0.4262,11,
0.5412,0.0042,0.1408,12,
0.0944,0.0181,14.3676,6,
0.0172,0.0066,112.3110,4,
0.0931,0.0220,26.2403,4,
0.0374,0.0104,61.7100,5,
0.0363,0.0053,30.8126,5,
0.0850,0.0020,9.3006,8,
0.5375,0.1010,5.7573,25,
0.4565,0.0276,3.0417,58,
0.3049,0.0058,0.6368,12,
0.8036,0.0046,0.2305,19,
0.0946,0.0187,14.6989,6,
0.0113,0.0042,196.4759,4,
0.0928,0.0450,22.4079,4,
0.0534,0.0038,29.8113,5,
0.0320,0.0024,34.3200,5,
0.0393,0.0026,14.5812,4,
0.0805,0.0020,2.7145,8,
0.5379,0.0854,5.6701,24,
0.4562,0.0240,2.7815,58,
0.2778,0.0037,0.5581,11,
0.7568,0.0048,0.1418,17,
0.0756,0.0090,13.0695,5,
0.0149,0.0033,141.9956,4,
0.0951,0.0508,21.8023,4,
0.0563,0.0057,37.3230,5,
0.0295,0.0031,27.5714,5,
0.0392,0.0137,47.6275,4,
0.0836,0.0068,7.7578,8,
0.1329,0.0299,13.2546,7,
0.3272,0.0935,9.3997,17,
0.4710,0.0379,2.3128,58,
0.2791,0.0016,0.5159,11,
0.7172,0.0055,0.1284,16,
0.0751,0.0122,16.6494,5,
0.0453,0.0044,40.6292,5,
0.0278,0.0033,33.0840,5,
0.0813,0.0050,7.2019,8,
0.5297,0.1092,5.7213,25,
0.4661,0.0301,2.2420,58,
0.2928,0.0048,0.5164,11,
0.7654,0.0020,0.0819,18,
0.0839,0.0130,14.3644,5,
0.0186,0.0020,63.6145,4,
0.0928,0.0269,25.8743,4,
0.0429,0.0080,56.1070,6,
0.0431,0.0046,18.1163,5,
0.0654,0.0006,1.7162,7,
0.1296,0.0181,10.8855,7,
0.3525,0.0880,8.5585,18,
0.4576,0.0241,2.4409,58,
0.2849,0.0029,0.3833,11,
0.7112,0.0019,0.0922,16,
0.0985,0.0301,17.9176,6,
0.0176,0.0023,78.6231,4,
0.0906,0.0323,25.7409,4,
0.0583,0.0073,43.1364,5,
0.0287,0.0026,57.7862,5,
0.0393,0.0029,15.1215,4,
0.0800,0.0018,15.5180,8,
0.5317,0.1217,5.7675,25,
0.4522,0.0230,2.7390,56,
0.2720,0.0067,0.8323,11,
0.5445,0.0035,0.3273,12,
0.0944,0.0195,15.2079,6,
0.0113,0.0042,195.2508,4,
0.0924,0.0536,22.2159,4,
0.0602,0.0071,42.8221,5,
0.0262,0.0006,7.2425,4,
0.0385,0.0037,19.4271,4,
0.0828,0.0067,7.8536,8,
0.1291,0.0248,12.4197,7,
0.3418,0.1064,8.9390,17,
0.4430,0.0201,2.5752,56,
0.2801,0.0019,0.3942,11,
0.5494,0.0033,0.1714,12,
0.1201,0.0494,16.4380,6,
0.0104,0.0038,202.3378,4,
0.0945,0.0284,24.4474,4,
0.0444,0.0064,52.5164,6,
0.0306,0.0023,22.2681,5,
0.0725,0.0086,12.7744,8,
0.1031,0.0108,8.7152,6,
0.3438,0.0706,8.9715,18,
0.4500,0.0239,2.1103,56,
0.2804,0.0053,0.6801,11,
0.7119,0.0048,0.0946,16,
0.0966,0.0316,19.1784,6,
0.0150,0.0043,162.9615,4,
0.0940,0.0218,26.0688,4,
0.0583,0.0058,28.9532,5,
0.0315,0.0003,2.2724,5,
0.0460,0.0014,5.7008,4,
0.0852,0.0087,9.4683,8,
0.1437,0.0234,12.8596,7,
0.3261,0.1034,9.3081,17,
0.4590,0.0315,2.2459,56,
0.2781,0.0017,0.3863,11,
0.6307,0.0028,0.3596,14,
0.0785,0.0111,14.2811,5,
0.0112,0.0037,189.5817,4,
0.0920,0.0541,22.1901,4,
0.0525,0.0028,20.0385,5,
0.0349,0.0035,25.1151,5,
0.0405,0.0003,4.6115,4,
0.0860,0.0108,11.1118,8,
0.5418,0.0928,5.7459,24,
0.4360,0.0191,2.3744,55,
0.2769,0.0044,0.5618,11,
0.7159,0.0012,0.7645,16,
0.0859,0.0281,21.1365,5,
0.0162,0.0011,34.4077,5,
0.1222,0.0098,9.0672,5,
0.0563,0.0060,42.1872,5,
0.0285,0.0036,35.2506,5,
0.0377,0.0128,49.8945,4,
0.0806,0.0061,7.4859,8,
0.1364,0.0258,12.7219,7,
0.3232,0.1012,9.3414,17,
0.4473,0.0252,2.4376,56,
0.2794,0.0044,0.5902,11,
0.7085,0.0021,0.0819,16,
0.0809,0.0183,18.8475,5,
0.0139,0.0016,134.1251,4,
0.1009,0.0201,24.1814,4,
0.0376,0.0051,54.6443,5,
0.0304,0.0038,30.6099,5,
0.0829,0.0075,8.9758,8,
0.5311,0.1099,5.7577,25,
0.4450,0.0238,2.2965,56,
0.2715,0.0020,0.4437,11,
0.6701,0.0053,0.1398,15,
0.0817,0.0133,14.9493,5,
0.0151,0.0028,116.6544,4,
0.0943,0.0487,23.6536,4,
0.0516,0.0064,47.2963,5,
0.0874,0.0079,8.2005,4,
0.0201,0.0032,59.0862,4,
0.0378,0.0027,15.0325,4,
0.0933,0.0171,13.8881,8,
0.1315,0.0173,10.1742,7,
0.3479,0.0877,8.7503,18,
0.4556,0.0279,2.0570,57,
0.2837,0.0049,0.6812,11,
0.6590,0.0037,0.1597,15,
0.1137,0.0431,17.0250,6,
0.0127,0.0005,24.0142,4,
0.0929,0.0360,24.3917,4,
0.0375,0.0103,60.0053,5,
0.0308,0.0033,32.2328,5,
0.0781,0.0020,7.0604,8,
0.5459,0.1060,5.6123,25,
0.4435,0.0226,2.5382,56,
0.2501,0.0032,0.5042,10,
0.6622,0.0062,0.1129,16,
0.0767,0.0155,18.4536,5,
0.0104,0.0047,207.5396,4,
0.0905,0.0250,26.4797,4,
0.0632,0.0078,26.8625,6,
0.0377,0.0014,26.1305,5,
0.1324,0.0347,12.5320,8,
0.5599,0.0969,5.0477,25,
0.4505,0.0275,2.0393,56,
0.2520,0.0023,0.4150,10,
0.6010,0.0023,2.5470,13,
0.0798,0.0236,21.7304,5,
0.0159,0.0032,128.4668,4,
0.0922,0.0497,22.7830,4,
0.0481,0.0064,28.8439,5,
0.0548,0.0051,13.4429,5,
0.0442,0.0022,9.4834,4,
0.0872,0.0113,11.6320,8,
0.1308,0.0293,13.7192,7,
0.3427,0.1028,8.8482,17,
0.4483,0.0240,2.0940,56,
0.2799,0.0032,0.4801,11,
0.7216,0.0040,0.0968,16,
0.1117,0.0018,1.2031,4,
0.0752,0.0121,16.5203,5,
0.0144,0.0023,110.2291,4,
0.0930,0.0128,14.5652,4,
0.0515,0.0016,7.0893,4,
0.0445,0.0066,26.5390,5,
0.0416,0.0016,7.1824,4,
0.1358,0.0370,12.5074,8,
0.1353,0.0178,9.0658,7,
0.3290,0.0951,9.3868,17,
0.4488,0.0244,1.9934,56,
0.2524,0.0023,0.3522,10,
0.6178,0.0038,0.1378,14,
0.0774,0.0136,16.8852,5,
0.0149,0.0032,139.5562,4,
0.0919,0.0100,17.1689,4,
0.0592,0.0065,37.2585,5,
0.0819,0.0090,10.2961,4,
0.0336,0.0009,21.3741,5,
0.0595,0.0117,23.2777,4,
0.0857,0.0102,11.9846,8,
0.5422,0.1121,5.3208,25,
0.4472,0.0198,2.3586,56,
0.2507,0.0016,0.8145,10,
0.7149,0.0029,0.0908,17,
0.0769,0.0106,14.5095,5,
0.0112,0.0058,182.9058,4,
0.0934,0.0229,25.6723,4,
0.0563,0.0057,29.3016,5,
0.0294,0.0055,43.8651,5,
0.0425,0.0120,43.2139,4,
0.0835,0.0065,8.8067,8,
0.1369,0.0250,11.3359,7,
0.3241,0.1068,9.3096,17,
0.4392,0.0204,2.4248,55,
0.2491,0.0014,0.3769,10,
0.6234,0.0014,0.1886,14,
0.0808,0.0128,14.9638,5,
0.0131,0.0026,136.7438,4,
0.1085,0.0490,18.7838,4,
0.0667,0.0026,26.6686,5,
0.0359,0.0038,24.1367,5,
0.1391,0.0371,12.2131,8,
0.5597,0.0825,5.3296,25,
0.4565,0.0328,2.1104,56,
0.2804,0.0033,0.4131,11,
0.6585,0.0031,0.1476,15,
0.0772,0.0118,14.1886,5,
0.0120,0.0031,181.6561,4,
0.0927,0.0205,26.4865,4,
0.0505,0.0062,35.8870,5,
0.0201,0.0017,34.9256,4,
0.0389,0.0026,15.0393,4,
0.1036,0.0269,15.1363,8,
0.5546,0.1067,5.1739,25,
0.4487,0.0260,2.2274,56,
0.2760,0.0062,0.7286,11,
0.6252,0.0015,0.1280,14,
0.0820,0.0104,11.4159,5,
0.0213,0.0004,6.8810,4,
0.0854,0.0228,28.7874,4,
0.0460,0.0042,40.6937,5,
0.0270,0.0017,21.7958,5,
0.0754,0.0060,8.9440,8,
0.5404,0.0907,5.6833,24,
0.4601,0.0301,1.8664,57,
0.2831,0.0037,0.4586,11,
0.5519,0.0035,0.1732,13,
0.0951,0.0179,13.8953,6,
0.0161,0.0024,98.3967,4,
0.0917,0.0323,25.6474,4,
0.0534,0.0080,46.6746,6,
0.0251,0.0040,51.2619,5,
0.0807,0.0050,6.4441,8,
0.5424,0.1070,5.3770,24,
0.4474,0.0242,2.1035,56,
0.2795,0.0049,0.7125,11,
0.7779,0.0041,0.2384,18,
0.0753,0.0150,18.4501,5,
0.0161,0.0014,49.4950,4,
0.0918,0.0063,5.8176,4,
0.0573,0.0054,30.9702,5,
0.0298,0.0026,24.0029,5,
0.0420,0.0041,19.0796,4,
0.0789,0.0037,4.5879,8,
0.1308,0.0255,11.5615,7,
0.3274,0.1011,9.3739,17,
0.4460,0.0222,1.9784,56,
0.2796,0.0016,0.3866,11,
0.6726,0.0039,0.2642,15,
0.1123,0.0018,1.5214,4,
0.0750,0.0140,18.0690,5,
0.0188,0.0021,58.5615,4,
0.0934,0.0310,25.6665,4,
0.0544,0.0071,47.5700,5,
0.0824,0.0052,6.1827,4,
0.0215,0.0027,43.3367,4,
0.0383,0.0016,8.8416,4,
0.0852,0.0052,6.7114,8,
0.5242,0.1048,5.8730,24,
0.4497,0.0208,2.1805,56,
0.2765,0.0015,0.3749,11,
0.6279,0.0021,0.0958,14,
0.0792,0.0185,19.7132,5,
0.0152,0.0029,125.1550,4,
0.0925,0.0224,25.9399,4,
0.0562,0.0030,37.8653,5,
0.0236,0.0110,89.9610,5,
0.0432,0.0014,8.7317,4,
0.0688,0.0010,6.4229,7,
0.1327,0.0169,13.6559,7,
0.3470,0.0759,8.8922,18,
0.4552,0.0307,1.9838,56,
0.2764,0.0028,0.4292,11,
0.8161,0.0027,0.0783,19,
0.0982,0.0265,17.2825,6,
0.0188,0.0010,57.8988,4,
0.0921,0.0175,27.1532,4,
0.0391,0.0053,56.1969,5,
0.0377,0.0035,23.0285,5,
0.0795,0.0029,3.5182,8,
0.5313,0.1107,5.8668,25,
0.4439,0.0217,2.3847,56,
0.2763,0.0043,0.6327,11,
0.7620,0.0053,0.0990,17,
0.0967,0.0205,15.4250,6,
0.0118,0.0027,127.9724,4,
0.1225,0.0115,8.3492,5,
0.0436,0.0054,53.2380,5,
0.0276,0.0019,48.1170,5,
0.0381,0.0111,45.7721,4,
0.0802,0.0047,5.9476,8,
0.5309,0.0992,5.9114,25,
0.4650,0.0312,2.0023,57,
0.2511,0.0016,6.5735,10,
0.6280,0.0045,0.1636,14,
0.0820,0.0114,12.4728,5,
0.0204,0.0006,12.7031,4,
0.0952,0.0542,22.1223,4,
0.0613,0.0076,40.4702,5,
0.0220,0.0017,28.7015,4,
0.0388,0.0026,15.1126,4,
0.0834,0.0073,9.0640,8,
0.1364,0.0278,12.5741,7,
0.3260,0.1001,9.3482,17,
0.4403,0.0201,2.3305,56,
0.2639,0.0018,0.3680,10,
0.7142,0.0043,0.1183,17,
0.0796,0.0150,17.1147,5,
0.0126,0.0005,24.0241,4,
0.0967,0.0276,23.4438,4,
0.0399,0.0053,56.7824,5,
0.0261,0.0028,35.2732,5,
0.0802,0.0026,4.8748,8,
0.5279,0.1006,5.9163,25,
0.4637,0.0329,1.9758,57,
0.2801,0.0056,0.7469,11,
0.6300,0.0037,0.1095,14,
0.0838,0.0180,17.8256,5,
0.0205,0.0032,117.0968,5,
0.0918,0.0390,24.4244,4,
0.0553,0.0082,47.6862,5,
0.0248,0.0006,8.3872,4,
0.0370,0.0065,35.8395,4,
0.0923,0.0170,14.4973,8,
0.1321,0.0265,15.7002,7,
0.3368,0.0919,8.9903,17,
0.4481,0.0266,2.1590,56,
0.2774,0.0044,0.6177,11,
0.5991,0.0035,0.1325,13,
0.1126,0.0014,1.0006,4,
0.0941,0.0153,12.8456,6,
0.0254,0.0027,88.6442,4,
0.1133,0.0482,18.4435,4,
0.0602,0.0072,43.2422,5,
0.0206,0.0011,21.1423,4,
0.0506,0.0020,6.5932,4,
0.0824,0.0073,8.9617,8,
0.1310,0.0130,10.3755,7,
0.3342,0.0975,8.9404,17,
0.4537,0.0307,2.0456,56,
0.2755,0.0068,0.8498,11,
0.5300,0.0027,0.1726,12,
0.0947,0.0238,17.1686,6,
0.2009,0.0012,0.4158,5,
0.0206,0.0033,109.8623,5,
0.0950,0.0221,25.1420,4,
0.0544,0.0067,47.4255,5,
0.0201,0.0019,49.1432,4,
0.0506,0.0045,13.3405,4,
0.0804,0.0058,7.1904,8,
0.5303,0.1063,5.9379,25,
0.4449,0.0218,2.2114,56,
0.2808,0.0053,0.7119,11,
0.8158,0.0043,0.2389,19,
0.0954,0.0233,16.8280,6,
0.2014,0.0251,4.7857,5,
0.0935,0.0315,25.4880,4,
0.0444,0.0045,40.9348,5,
0.0287,0.0044,39.0707,5,
0.0841,0.0020,18.0397,8,
0.5333,0.1040,5.7836,25,
0.4511,0.0234,2.4385,56,
0.2501,0.0016,0.4974,10,
0.7678,0.0054,0.1699,17,
0.0789,0.0164,18.4880,5,
0.0136,0.0022,83.3317,4,
0.1004,0.0622,19.5699,4,
0.0563,0.0078,45.9447,5,
0.0846,0.0033,27.3543,4,
0.0317,0.0052,37.7106,5,
0.0360,0.0089,45.2121,4,
0.0556,0.0022,20.3840,4,
0.0842,0.0052,6.1743,8,
0.5436,0.0549,5.8614,24,
0.4547,0.0253,2.1169,57,
0.2747,0.0012,0.2684,11,
0.6286,0.0028,0.4040,14,
0.0798,0.0134,15.6976,5,
0.0158,0.0030,130.9265,4,
0.0932,0.0476,22.5580,4,
0.0566,0.0090,46.9288,5,
0.0884,0.0176,15.6224,4,
0.0278,0.0122,73.7562,6,
0.0369,0.0027,16.6708,4,
0.1082,0.0292,14.9853,8,
0.5573,0.1005,5.0209,25,
0.4483,0.0246,2.2695,56,
0.2752,0.0043,0.5855,11,
0.7062,0.0023,0.3900,16,
0.0779,0.0161,18.0610,5,
0.0139,0.0046,177.0731,4,
0.0920,0.0266,26.2016,4,
0.0554,0.0071,40.9439,5,
0.0270,0.0152,74.7774,5,
0.0411,0.0039,19.3251,4,
0.0770,0.0004,6.2777,8,
0.5399,0.1042,5.4732,24,
0.4563,0.0306,2.1021,56,
0.2759,0.0032,0.4174,11,
0.6287,0.0025,0.0886,14,
0.0819,0.0122,13.1361,5,
0.0119,0.0007,46.1245,4,
0.0935,0.0377,24.6537,4,
0.0415,0.0070,54.7711,6,
0.0258,0.0069,64.4959,5,
0.0757,0.0036,5.3784,8,
0.5328,0.1059,5.8564,25,
0.4434,0.0213,2.5270,56,
0.2674,0.0015,0.5573,11,
0.7219,0.0032,0.1186,16,
0.0752,0.0136,17.4303,5,
0.0329,0.0010,7.9781,4,
0.0963,0.0614,20.4354,4,
0.0552,0.0079,43.6319,5,
0.0253,0.0127,84.8071,5,
0.0432,0.0003,1.6975,4,
0.0734,0.0033,14.1083,8,
0.5397,0.0868,5.8220,24,
0.4628,0.0323,1.9682,57,
0.2808,0.0053,0.6653,11,
0.6526,0.0049,0.1030,14,
0.0799,0.0150,17.2602,5,
0.0148,0.0030,144.5129,4,
0.0867,0.0375,26.0870,4,
0.0499,0.0075,30.2483,5,
0.0185,0.0033,67.8462,4,
0.0393,0.0034,16.6796,4,
0.0840,0.0058,7.2522,8,
0.1309,0.0253,13.3665,7,
0.3294,0.0923,9.3230,17,
0.4497,0.0221,2.1327,56,
0.2521,0.0015,0.4093,10,
0.7113,0.0036,2.1971,16,
0.0751,0.0106,14.6261,5,
0.0143,0.0023,160.6980,4,
0.0938,0.0074,11.3610,4,
0.0357,0.0075,64.6936,5,
0.0348,0.0034,29.6415,5,
0.0849,0.0032,7.2489,8,
0.5339,0.1043,5.7398,25,
0.4436,0.0204,2.2082,56,
0.2524,0.0016,1.4019,10,
0.6230,0.0025,0.0943,14,
0.0766,0.0158,18.6371,5,
0.0126,0.0062,161.3744,5,
0.0928,0.0253,25.1119,4,
0.0497,0.0043,32.0435,5,
0.0266,0.0091,72.6415,5,
0.0763,0.0051,7.8149,8,
0.5315,0.1145,5.7382,25,
0.4477,0.0211,2.4665,56,
0.2523,0.0015,0.8457,10,
0.6204,0.0022,0.9921,14,
0.0751,0.0095,13.8506,5,
0.0105,0.0073,182.1575,4,
0.0938,0.0522,22.2626,4,
0.0543,0.0067,45.6179,6,
0.0355,0.0017,10.8225,5,
0.0394,0.0036,19.0305,4,
0.0684,0.0012,3.2023,7,
0.5522,0.0950,5.3366,25,
0.4493,0.0235,2.0031,56,
0.2791,0.0049,0.6250,11,
0.7793,0.0030,0.1914,18,
0.0757,0.0116,15.4865,5,
0.0920,0.0064,5.9408,4,
0.0440,0.0059,46.0589,5,
0.0267,0.0020,61.7199,5,
0.0810,0.0014,1.9315,8,
0.5354,0.1066,5.7831,25,
0.4467,0.0208,2.3094,56,
0.2763,0.0012,1.0436,11,
0.6693,0.0016,0.1146,15,
0.0801,0.0046,5.7650,5,
0.0129,0.0032,164.7817,4,
0.0938,0.0373,23.9855,4,
0.0525,0.0064,39.9370,5,
0.0416,0.0031,17.6741,5,
0.0470,0.0003,1.4931,4,
0.0988,0.0210,14.5888,8,
0.1361,0.0144,9.2880,7,
0.3490,0.0707,8.9454,18,
